DATE,THREEFF7
2022-02-18,2.1995
2022-02-21,.
2022-02-22,2.1889
2022-02-23,2.2093
2022-02-24,2.1859
2022-02-25,2.1912
2022-02-28,2.0731
2022-03-01,1.9466
2022-03-02,2.0352
2022-03-03,2.0330
2022-03-04,1.9175
2022-03-07,1.9133
2022-03-08,1.9602
2022-03-09,2.0113
2022-03-10,2.0566
2022-03-11,2.0759
2022-03-14,2.1874
2022-03-15,2.2142
2022-03-16,2.2544
2022-03-17,2.2643
2022-03-18,2.2097
2022-03-21,2.3196
2022-03-22,2.3738
2022-03-23,2.3398
2022-03-24,2.3448
2022-03-25,2.4655
2022-03-28,2.4498
2022-03-29,2.3765
2022-03-30,2.2967
2022-03-31,2.2408
2022-04-01,2.2693
2022-04-04,2.2792
2022-04-05,2.3718
2022-04-06,2.4393
2022-04-07,2.5088
2022-04-08,2.5925
2022-04-11,2.6671
2022-04-12,2.6444
2022-04-13,2.6553
2022-04-14,2.7794
2022-04-15,.
2022-04-18,2.8378
2022-04-19,2.9280
2022-04-20,2.8870
2022-04-21,2.9182
2022-04-22,2.9002
2022-04-25,2.8089
2022-04-26,2.7443
2022-04-27,2.7649
2022-04-28,2.7995
2022-04-29,2.8413
2022-05-02,2.9198
2022-05-03,2.9219
2022-05-04,2.8860
2022-05-05,2.9796
2022-05-06,3.0720
2022-05-09,3.0467
2022-05-10,3.0097
2022-05-11,2.9614
2022-05-12,2.8907
2022-05-13,2.9512
2022-05-16,2.9219
2022-05-17,2.9932
2022-05-18,2.9331
2022-05-19,2.8837
2022-05-20,2.8318
2022-05-23,2.8863
2022-05-24,2.8190
2022-05-25,2.7909
2022-05-26,2.7985
2022-05-27,2.8104
2022-05-30,.
2022-05-31,2.9005
2022-06-01,2.9926
2022-06-02,2.9930
2022-06-03,3.0141
2022-06-06,3.0861
2022-06-07,3.0569
2022-06-08,3.0758
2022-06-09,3.0832
2022-06-10,3.1708
2022-06-13,3.3653
2022-06-14,3.4136
2022-06-15,3.2702
2022-06-16,3.1885
2022-06-17,3.1658
2022-06-20,.
2022-06-21,3.1968
2022-06-22,3.0773
2022-06-23,2.9980
2022-06-24,3.0120
2022-06-27,3.0724
2022-06-28,3.0920
2022-06-29,3.0271
2022-06-30,2.9217
2022-07-01,2.7981
2022-07-04,.
2022-07-05,2.7480
2022-07-06,2.8174
2022-07-07,2.8868
2022-07-08,2.9615
2022-07-11,2.9029
2022-07-12,2.8515
2022-07-13,2.8092
2022-07-14,2.8235
2022-07-15,2.8096
2022-07-18,2.8281
2022-07-19,2.8781
2022-07-20,2.9126
2022-07-21,2.8012
2022-07-22,2.6886
2022-07-25,2.6988
2022-07-26,2.6976
2022-07-27,2.6651
2022-07-28,2.5795
2022-07-29,2.5612
2022-08-01,2.5043
2022-08-02,2.6001
2022-08-03,2.5923
2022-08-04,2.5227
2022-08-05,2.6174
2022-08-08,2.5698
2022-08-09,2.5677
2022-08-10,2.5456
2022-08-11,2.6099
2022-08-12,2.6106
2022-08-15,2.5727
2022-08-16,2.5875
2022-08-17,2.6498
2022-08-18,2.6565
2022-08-19,2.7500
2022-08-22,2.8283
2022-08-23,2.8732
2022-08-24,2.9388
2022-08-25,2.9011
2022-08-26,2.9141
2022-08-29,2.9729
2022-08-30,2.9855
2022-08-31,3.0146
2022-09-01,3.1150
2022-09-02,3.1020
2022-09-05,.
2022-09-06,3.2114
2022-09-07,3.1969
2022-09-08,3.2116
2022-09-09,3.2348
2022-09-12,3.2590
2022-09-13,3.2931
2022-09-14,3.2632
2022-09-15,3.2712
2022-09-16,3.2393
2022-09-19,3.2508
2022-09-20,3.3102
2022-09-21,3.2707
2022-09-22,3.3954
2022-09-23,3.3940
2022-09-26,3.5286
2022-09-27,3.6228
2022-09-28,3.4543
2022-09-29,3.4579
2022-09-30,3.5120
2022-10-03,3.3948
2022-10-04,3.3150
2022-10-05,3.4166
2022-10-06,3.4994
2022-10-07,3.5549
2022-10-10,.
2022-10-11,3.6139
2022-10-12,3.6179
2022-10-13,3.6701
2022-10-14,3.6988
2022-10-17,3.7144
2022-10-18,3.7111
2022-10-19,3.8169
2022-10-20,3.9202
2022-10-21,3.9358
2022-10-24,4.0018
2022-10-25,3.9358
2022-10-26,3.8738
2022-10-27,3.8208
2022-10-28,3.8734
2022-10-31,3.9344
2022-11-01,3.9384
2022-11-02,3.9292
2022-11-03,3.9443
2022-11-04,3.9490
2022-11-07,3.9947
2022-11-08,3.9344
2022-11-09,3.9182
2022-11-10,3.6660
2022-11-11,.
2022-11-14,3.6547
2022-11-15,3.5926
2022-11-16,3.4732
2022-11-17,3.5026
2022-11-18,3.5324
2022-11-21,3.5528
2022-11-22,3.4751
2022-11-23,3.3890
2022-11-24,.
2022-11-25,3.3354
2022-11-28,3.3320
2022-11-29,3.3696
2022-11-30,3.3145
2022-12-01,3.1952
2022-12-02,3.1575
2022-12-05,3.2257
2022-12-06,3.1638
2022-12-07,3.0640
2022-12-08,3.0981
2022-12-09,3.1570
2022-12-12,3.2003
2022-12-13,3.1154
2022-12-14,3.0914
2022-12-15,3.0575
2022-12-16,3.0724
2022-12-19,3.1622
2022-12-20,3.2860
2022-12-21,3.3323
2022-12-22,3.3536
2022-12-23,3.4201
2022-12-26,.
2022-12-27,3.5213
2022-12-28,3.5812
2022-12-29,3.5732
2022-12-30,3.6013
2023-01-02,.
2023-01-03,3.5361
2023-01-04,3.4351
2023-01-05,3.4202
2023-01-06,3.2806
2023-01-09,3.2420
2023-01-10,3.3011
2023-01-11,3.2762
2023-01-12,3.1812
2023-01-13,3.1937
2023-01-16,.
2023-01-17,3.2235
2023-01-18,3.1054
2023-01-19,3.1069
2023-01-20,3.1685
2023-01-23,3.2150
2023-01-24,3.1820
2023-01-25,3.1603
2023-01-26,3.1789
2023-01-27,3.2038
2023-01-30,3.2340
2023-01-31,3.2195
2023-02-01,3.1140
2023-02-02,3.0956
2023-02-03,3.1913
2023-02-06,3.2672
2023-02-07,3.2952
2023-02-08,3.2773
2023-02-09,3.2946
2023-02-10,3.3530
2023-02-13,3.3437
2023-02-14,3.3718
2023-02-15,3.4463
2023-02-16,3.4590
2023-02-17,3.4340
2023-02-20,.
2023-02-21,3.5262
2023-02-22,3.5774
2023-02-23,3.5619
2023-02-24,3.6195
2023-02-27,3.6071
2023-02-28,3.5950
2023-03-01,3.6564
2023-03-02,3.7211
2023-03-03,3.6626
2023-03-06,3.6185
2023-03-07,3.6031
2023-03-08,3.5731
2023-03-09,3.4951
2023-03-10,3.3075
2023-03-13,3.2047
2023-03-14,3.3220
2023-03-15,3.2957
2023-03-16,3.3812
2023-03-17,3.2871
2023-03-20,3.3830
2023-03-21,3.4937
2023-03-22,3.4083
2023-03-23,3.3304
2023-03-24,3.3536
2023-03-27,3.4965
2023-03-28,3.5354
2023-03-29,3.5518
2023-03-30,3.5317
2023-03-31,3.4630
2023-04-03,3.3950
2023-04-04,3.3180
2023-04-05,3.2843
2023-04-06,3.2804
2023-04-07,3.3442
2023-04-10,3.3670
2023-04-11,3.3778
2023-04-12,3.3503
2023-04-13,3.3922
2023-04-14,3.4634
2023-04-17,3.5362
2023-04-18,3.5314
2023-04-19,3.5336
2023-04-20,3.4826
2023-04-21,3.4973
2023-04-24,3.4614
2023-04-25,3.3693
2023-04-26,3.3941
2023-04-27,3.4880
2023-04-28,3.4287
2023-05-01,3.5122
2023-05-02,3.4116
2023-05-03,3.3521
2023-05-04,3.3425
2023-05-05,3.4259
2023-05-08,3.5089
2023-05-09,3.5367
2023-05-10,3.4785
2023-05-11,3.4376
2023-05-12,3.4831
2023-05-15,3.5149
2023-05-16,3.5551
2023-05-17,3.5827
2023-05-18,3.6409
2023-05-19,3.6821
2023-05-22,3.6970
2023-05-23,3.6776
2023-05-24,3.6735
2023-05-25,3.7354
2023-05-26,3.7108
2023-05-29,.
2023-05-30,3.6030
2023-05-31,3.5207
2023-06-01,3.4768
2023-06-02,3.5347
2023-06-05,3.5315
2023-06-06,3.5274
2023-06-07,3.5955
2023-06-08,3.5476
2023-06-09,3.5447
2023-06-12,3.5177
2023-06-13,3.5758
2023-06-14,3.5619
2023-06-15,3.4527
2023-06-16,3.4478
2023-06-19,.
2023-06-20,3.4064
2023-06-21,3.3716
2023-06-22,3.4062
2023-06-23,3.3780
2023-06-26,3.3557
2023-06-27,3.3695
2023-06-28,3.3171
2023-06-29,3.4499
2023-06-30,3.4415
2023-07-03,3.4667
2023-07-04,.
2023-07-05,3.5295
2023-07-06,3.6387
2023-07-07,3.6812
2023-07-10,3.6443
2023-07-11,3.6322
2023-07-12,3.5249
2023-07-13,3.4334
2023-07-14,3.4616
2023-07-17,3.4496
2023-07-18,3.4271
2023-07-19,3.3786
2023-07-20,3.4387
2023-07-21,3.4485
2023-07-24,3.4855
2023-07-25,3.5325
2023-07-26,3.5140
2023-07-27,3.6183
2023-07-28,3.5995
2023-07-31,3.6134
2023-08-01,3.6868
2023-08-02,3.7163
2023-08-03,3.8093
2023-08-04,3.7385
2023-08-07,3.7667
2023-08-08,3.7316
2023-08-09,3.7238
2023-08-10,3.7966
2023-08-11,3.8818
2023-08-14,3.9104
2023-08-15,3.9368
2023-08-16,3.9919
2023-08-17,4.0344
2023-08-18,4.0209
2023-08-21,4.0867
2023-08-22,4.1418
2023-08-23,4.0149
2023-08-24,3.9994
2023-08-25,4.0020
2023-08-28,3.9576
2023-08-29,3.8752
2023-08-30,3.8719
2023-08-31,3.8514
2023-09-01,3.9192
2023-09-04,.
2023-09-05,3.9975
2023-09-06,4.0783
2023-09-07,4.0378
2023-09-08,4.0238
2023-09-11,4.0358
2023-09-12,4.0233
2023-09-13,4.0022
2023-09-14,4.0199
2023-09-15,4.0912
2023-09-18,4.1092
2023-09-19,4.1414
2023-09-20,4.1334
2023-09-21,4.2445
2023-09-22,4.2500
2023-09-25,4.3410
2023-09-26,4.3926
2023-09-27,4.4668
2023-09-28,4.4744
2023-09-29,4.4896
2023-10-02,4.5866
2023-10-03,4.7148
2023-10-04,4.7050
2023-10-05,4.7108
2023-10-06,4.7579
2023-10-09,.
2023-10-10,4.6925
2023-10-11,4.6208
2023-10-12,4.7081
2023-10-13,4.6749
2023-10-16,4.7296
2023-10-17,4.8394
2023-10-18,4.9082
2023-10-19,5.0006
2023-10-20,5.0022
2023-10-23,4.9630
2023-10-24,4.9462
2023-10-25,5.0322
2023-10-26,4.9879
2023-10-27,4.9666
2023-10-30,4.9964
2023-10-31,5.0076
2023-11-01,4.9147
2023-11-02,4.8181
2023-11-03,4.6955
2023-11-06,4.7393
